age,sex,body_weight,r_form,r_resorp,r_to,FBFR,TFBFR,CFBFR,f_form,f_resorp,net_accretion,k3,k4,Ki
47.1,F,58.18263469988514,1.0617294922473284,1.0467647668540372,1.0,0.10617294922473285,0.3450620849803817,0.04645066528582061,0.18779362636046337,0.18514673742159982,0.0026468889388635564,0.14014829297664735,0.0020935295337080745,0.037312024985614985
47.6,F,58.19565215095298,1.0727449393808435,1.0551098025612455,1.0,0.10727449393808436,0.34864210529877415,0.0469325910979119,0.18978443767026423,0.1866645212747814,0.0031199163954828413,0.14160233199827135,0.002110219605122491,0.0375619609544263
48.1,F,58.20841485560108,1.0846742205706121,1.0641471367959185,1.0,0.10846742205706122,0.35251912168544897,0.047454497149964275,0.19193698772301584,0.1883046467382914,0.0036323409847244525,0.1431769971153208,0.0021282942735918373,0.03783058800318342
48.6,F,58.2209302196771,1.0973504511919958,1.0737503418121184,1.0,0.10973504511919958,0.3566388966373987,0.048009082239649815,0.19422184269795634,0.19004482092095326,0.004177021777003076,0.14485025955734346,0.0021475006836242367,0.03811373369834663
49.1,F,58.233205364632184,1.1105511003175579,1.0837508335739074,1.0,0.11105511003175579,0.36092910760320635,0.048586610638893156,0.1965996888898402,0.19185526596102606,0.004744422928814135,0.14659274524191765,0.002167501667147815,0.03840610386217418
49.6,F,58.245247141062464,1.12400137759619,1.0939404375728714,1.0,0.11240013775961899,0.36530044771876174,0.04917506026983331,0.19902192359595366,0.19369916667786308,0.005322756918090588,0.14836818184269707,0.002187880875145743,0.03870142392549261
50.1,F,58.257062141479906,1.137381511491478,1.1040769026450592,1.0,0.11373815114914781,0.3696489912347304,0.04976044112775216,0.20143193639632934,0.19553364124815228,0.005898295148177052,0.15013435951687512,0.0022081538052901185,0.038992654594499424
50.6,F,58.26865671236371,1.1503378760164877,1.113892330315521,1.0,0.11503378760164878,0.37385980970535854,0.05032728207572133,0.20376707411453637,0.1973112298214574,0.006455844293078966,0.15184459963417637,0.002227784660631042,0.03927226947869855
51.1,F,58.28003696554006,1.1624975696341457,1.1231042194198073,1.0,0.11624975696341458,0.3778117101310974,0.050859268671493874,0.20596122004511064,0.19898184848877878,0.006979371556331854,0.15344967919170724,0.002246208438839615,0.0395325766841643
51.6,F,58.2912087889343,1.1734856946366823,1.1314285565429412,1.0,0.11734856946366823,0.38138285075692174,0.05133999914035485,0.20794785489615913,0.20049510818638971,0.00745274670976942,0.15490011169204207,0.0022628571130858823,0.03976606296392269
52.1,F,58.302177856735575,1.182944268744447,1.1385941429882174,1.0,0.11829442687444469,0.3844568873419453,0.05175381175756955,0.20966341053887205,0.20180285542265486,0.007860555116217194,0.156148643474267,0.0022771882859764347,0.039965738072737976
52.6,F,58.312949639011734,1.1905514629531975,1.1443571689039376,1.0,0.11905514629531976,0.3869292254597892,0.052086626504202385,0.21105068520559833,0.20286175955638558,0.008188925649212753,0.15715279310982208,0.0022887143378078753,0.040125458255641504
53.1,F,58.323529410808945,1.1960397346613512,1.1485149505010235,1.0,0.11960397346613512,0.38871291376493916,0.05232673839143411,0.21206206626869303,0.2036357543026727,0.008426311966020339,0.15787724497529837,0.002297029901002047,0.04024021071019556
53.6,F,58.333922260768226,1.1992114352276382,1.1509177539603321,1.0,0.11992114352276383,0.3897437164489824,0.052465500291209166,0.21266230817585174,0.20409814223570238,0.00856416594014936,0.15829590945004823,0.002301835507920664,0.040306344647660974
54.1,F,58.34413309928867,1.1999506233800805,1.1514777449849094,1.0,0.11999506233800805,0.3899839525985262,0.05249783977287852,0.21283063980450798,0.20423319127537573,0.008597448529132246,0.15839348228617064,0.002302955489969819,0.040321738539594115
54.6,F,58.354166666265044,1.198230100097657,1.1501743182558009,1.0,0.1198230100097657,0.3894247825317385,0.05242256687927249,0.21256202565552773,0.2040370901427806,0.008524935512747134,0.15816637321289073,0.002300348636511602,0.04028589679442919
55.1,F,58.36402753842552,1.194113069806987,1.1470553559143841,1.0,0.11941130698069871,0.3880867476872708,0.05224244680405568,0.21186747419423485,0.20351818195728422,0.008349292236950634,0.15762292521452229,0.0022941107118287685,0.040199972280440435
55.6,F,58.37372013629346,1.1877492864313053,1.1422343079025041,1.0,0.11877492864313054,0.38601851809017423,0.0519640312813696,0.21077336709219877,0.20269645609150383,0.008076911000694936,0.1567829058089323,0.002284468615805008,0.04006671389539443
56.1,F,58.3832487307957,1.1793660119493736,1.1358833423858892,1.0,0.11793660119493737,0.3832939538835464,0.05159726302278509,0.20931986642967204,0.20160234151135614,0.007717524918315899,0.15567631357731732,0.0022717666847717785,0.03989034106520441
56.6,F,58.39261744953802,1.169254548571724,1.1282231428573668,1.0,0.11692545485717241,0.3800077282858103,0.051154886500012924,0.20755853400987812,0.20027490323090055,0.007283630778977562,0.15434160041146758,0.0022564462857147336,0.03967634996636292
